,c
1236,0.89884
1237,0.99946
1238,0.85319
1239,1.0006
1240,0.80486
1241,0.75672
1242,0.9375899999999999
1243,0.7923600000000001
1244,0.82696
1245,0.82129
1246,0.99836
1247,0.8505799999999999
1248,0.80805
1249,0.9313899999999999
1250,0.8932200000000001
1251,0.99859
1252,0.82142
1253,0.99849
1254,0.86415
1255,1.0004
1256,0.78985
1257,1.0006
1258,1.0001
1259,1.0014
1260,1.0007
1261,1.0015
1262,0.99918
1263,0.84091
1264,0.7793100000000001
1265,0.8299
1266,0.9995700000000001
1267,0.8443200000000001
1268,0.87866
1269,0.86329
1270,0.92768
1271,0.8377399999999999
1272,1.0003
1273,1.0003
1274,0.79767
1275,0.81671
1276,0.9138200000000001
1277,0.99954
1278,0.8460799999999999
1279,0.76663
1280,1.0005
1281,1.0006
1282,0.88403
1283,0.8285600000000001
1284,1.0017
1285,0.8218700000000001
1286,0.9991399999999999
1287,0.99884
1288,0.87164
1289,0.81853
1290,0.99869
1291,0.8781399999999999
1292,0.77696
1293,1.0005
1294,0.99925
1295,0.85645
1296,0.8264299999999999
1297,1.0004
1298,1.0004
1299,0.88176
1300,1.001
1301,1.0001
1302,1.0011
1303,1.0002
1304,0.77541
1305,0.79343
1306,0.99982
1307,0.84846
1308,1.0016
1309,0.8508399999999999
1310,0.99829
1311,0.80384
1312,0.84815
1313,1.0018
1314,1.0005
1315,1.0003
1316,1.0014
1317,0.99874
1318,1.0008
1319,0.9993799999999999
1320,1.0009
1321,0.99974
1322,1.0003
1323,0.99835
1324,1.0002
1325,0.83178
1326,0.8678899999999999
1327,0.7661600000000001
1328,0.7621399999999999
1329,0.8922700000000001
1330,0.79089
1331,0.77242
1332,0.9988100000000001
1333,0.91255
1334,0.99777
1335,1.0004
1336,0.78614
1337,1.0012
1338,0.7936
1339,0.7809699999999999
1340,0.9990600000000001
1341,1.0008
1342,1.0024
1343,0.9998299999999999
1344,1.0001
1345,0.9996299999999999
1346,0.87059
1347,0.99915
1348,0.99977
1349,0.9991200000000001
1350,0.8482200000000001
1351,1.0011
1352,0.83047
1353,0.9234
1354,0.80153
1355,0.99795
1356,0.77098
1357,1.0016
1358,0.8529200000000001
1359,1.0002
1360,0.7779
1361,0.99923
1362,0.80819
1363,0.99977
1364,1.0007
1365,0.90907
1366,1.0017
1367,0.9993200000000001
1368,0.855
1369,1.0003
1370,1.0001
1371,1.0003
1372,0.9129299999999999
1373,1.0001
1374,0.7902899999999999
1375,0.8458399999999999
1376,0.99979
1377,0.8144100000000001
1378,0.9985299999999999
1379,0.99926
1380,0.9444
1381,0.83347
1382,0.9411700000000001
1383,0.87426
1384,1.0004
1385,0.83349
1386,0.8831600000000001
1387,0.84083
1388,0.9992200000000001
1389,1.0
1390,0.9512799999999999
1391,1.0001
1392,0.81868
1393,0.83568
1394,0.90928
1395,0.99941
1396,0.8720899999999999
1397,0.99934
1398,0.99987
1399,0.9986700000000001
1400,1.0003
1401,1.0009
1402,1.0005
1403,0.86218
1404,1.0002
1405,0.78565
1406,0.81719
1407,1.0019
1408,0.99982
1409,0.9990700000000001
1410,0.8376100000000001
1411,0.9990000000000001
1412,0.9994
1413,1.0007
1414,0.99974
1415,0.8215
1416,0.8737299999999999
1417,0.80647
1418,0.9991700000000001
1419,1.0005
1420,1.001
1421,0.8968200000000001
1422,0.85725
1423,1.0004
1424,0.99956
1425,0.77327
1426,0.79707
1427,1.0009
1428,1.0012
1429,0.7975899999999999
1430,0.7733800000000001
1431,0.82714
1432,0.8014600000000001
1433,1.0
1434,1.0011
1435,0.8300700000000001
1436,0.9887799999999999
1437,0.9993200000000001
1438,0.9990399999999999
1439,0.8388700000000001
1440,0.8375100000000001
1441,0.9998799999999999
1442,0.99972
1443,0.84346
1444,1.0018
1445,0.76539
1446,1.0004
1447,0.9994200000000001
1448,0.9371799999999999
1449,0.81576
1450,0.9977600000000001
1451,0.9986799999999999
1452,1.0009
1453,0.99969
1454,1.0012
1455,0.9996200000000001
1456,0.99984
1457,1.0
1458,0.78014
1459,0.99998
1460,1.0007
1461,0.99936
1462,0.9996200000000001
1463,0.85057
1464,0.99997
1465,1.0005
1466,0.79008
1467,0.9998600000000001
1468,1.0006
1469,0.9988
1470,0.9068799999999999
1471,0.9228799999999999
1472,0.99971
1473,0.8868299999999999
1474,0.86105
1475,0.90769
1476,0.86675
1477,0.8658799999999999
1478,1.0014
1479,0.83168
1480,1.0002
1481,1.0001
1482,1.0003
1483,0.9989100000000001
1484,0.78528
1485,0.85816
1486,0.9991399999999999
1487,0.82836
1488,0.80381
1489,0.8594
1490,1.0008
1491,1.0001
1492,0.74275
1493,0.8348700000000001
1494,0.8534200000000001
1495,1.001
1496,0.8106
1497,1.001
1498,0.99971
1499,0.8204299999999999
1500,0.78465
1501,0.9999600000000001
1502,0.8820100000000001
1503,0.79974
1504,0.77547
1505,0.9998299999999999
1506,0.8658600000000001
1507,0.9978
1508,0.7510899999999999
1509,0.99935
1510,0.8785799999999999
1511,0.8329799999999999
1512,0.7962199999999999
1513,0.89536
1514,0.99961
1515,1.0019
1516,1.0017
1517,1.001
1518,0.8529200000000001
1519,0.9993799999999999
1520,0.9069
1521,0.82594
1522,1.0004
1523,0.9985
1524,1.0008
1525,0.87434
1526,1.0002
1527,0.9999399999999999
1528,0.88195
1529,0.84405
1530,0.99959
1531,0.8411
1532,0.9989100000000001
1533,0.94945
1534,0.79481
1535,0.8421
1536,1.0005
1537,1.0007
1538,1.0002
1539,0.8436600000000001
1540,0.85131
1541,0.85844
1542,0.99915
1543,0.9992700000000001
1544,0.9980600000000001
1545,0.8655200000000001
1546,0.79742
1547,1.0004
1548,0.9997799999999999
1549,0.9990100000000001
1550,0.79881
1551,0.84014
1552,0.99964
1553,1.0
1554,0.95415
1555,0.99954
1556,0.8596600000000001
1557,1.0012
1558,0.89944
1559,1.0001
1560,1.0007
1561,0.99845
1562,0.99923
1563,0.78674
1564,1.0006
1565,0.88836
1566,0.99982
1567,0.76666
1568,1.0011
1569,0.8437600000000001
1570,0.8784299999999999
1571,0.99985
1572,0.9995299999999999
1573,1.0022
1574,0.99828
1575,0.8595700000000001
1576,1.0008
1577,0.68218
1578,0.9174700000000001
1579,1.0006
1580,0.8324299999999999
1581,0.85244
1582,0.9998600000000001
1583,0.99979
1584,1.0006
1585,0.9998799999999999
1586,0.81516
1587,0.9988799999999999
1588,0.99872
1589,0.99934
1590,0.84969
1591,0.83224
1592,0.9990399999999999
1593,1.001
1594,1.0021
1595,0.64872
1596,1.0004
1597,0.85583
1598,0.8414299999999999
1599,1.0012
1600,0.85277
1601,1.0001
1602,0.99895
1603,0.80502
1604,0.85393
1605,0.8560200000000001
1606,1.0015
1607,1.0005
1608,0.9986700000000001
1609,0.99959
1610,0.99923
1611,0.99949
1612,0.90553
1613,0.9997
1614,0.79708
1615,0.89494
1616,0.99979
1617,0.87649
1618,1.0007
1619,0.78966
1620,0.99982
1621,0.9996
1622,0.8367600000000001
1623,0.99941
1624,0.99997
1625,1.0003
1626,0.76581
1627,0.9995799999999999
1628,0.9587600000000001
1629,1.0004
1630,0.99879
1631,0.78715
1632,0.8647100000000001
1633,1.0009
1634,1.0014
1635,0.99887
1636,1.0008
1637,0.81102
1638,0.9997
1639,1.0007
1640,0.92148
1641,0.8314600000000001
1642,1.0005
1643,0.93824
1644,0.99956
1645,0.74327
1646,0.82909
1647,0.86411
1648,1.0
1649,0.87703
1650,0.7953600000000001
1651,0.7235
1652,1.0002
1653,0.9993200000000001
1654,0.99946
1655,0.88546
1656,0.9995700000000001
1657,0.8942100000000001
1658,0.8416
1659,1.0018
1660,0.9992200000000001
1661,0.9981200000000001
1662,0.79783
1663,1.0006
1664,0.8892
1665,1.0005
1666,0.86529
1667,1.0006
1668,1.0011
1669,0.8278399999999999
1670,0.91176
1671,0.8249200000000001
1672,0.83773
1673,0.8487299999999999
1674,0.79588
1675,0.8736799999999999
1676,0.91271
1677,1.0002
1678,0.81172
1679,0.87187
1680,0.85556
1681,1.0004
1682,1.0013
1683,0.8246399999999999
1684,0.77774
1685,0.8596799999999999
1686,0.8847
1687,1.0021
1688,1.0006
1689,0.73034
1690,0.76577
1691,0.8334
1692,1.0002
1693,0.8377600000000001
1694,0.9995
1695,0.86641
1696,1.0008
1697,0.87349
1698,1.0002
1699,0.9996700000000001
1700,1.001
1701,0.9984799999999999
1702,0.99987
1703,1.0007
1704,0.89613
1705,0.81799
1706,0.79657
1707,0.80653
1708,1.0001
1709,0.99898
1710,0.9990899999999999
1711,0.81978
1712,0.99997
1713,0.8973200000000001
1714,0.8633
1715,0.99898
1716,0.77377
1717,0.8886299999999999
1718,1.0004
1719,0.8437399999999999
1720,1.0015
1721,0.80935
1722,0.89107
1723,0.9989299999999999
1724,1.0009
1725,0.9996200000000001
1726,0.99915
1727,0.89686
1728,0.81743
1729,0.9986700000000001
1730,1.0002
1731,1.0
1732,0.9991399999999999
1733,0.9231799999999999
1734,0.99945
1735,0.95255
1736,0.9158700000000001
1737,0.99985
1738,0.8722799999999999
1739,0.99984
1740,1.0008
1741,0.8583
1742,1.0001
1743,1.0008
1744,0.99902
1745,0.99898
1746,0.99861
1747,0.9992700000000001
1748,0.8464299999999999
1749,0.9989
1750,0.86254
1751,0.84031
1752,0.8241200000000001
1753,1.0
1754,0.99979
1755,0.84808
1756,0.8167399999999999
1757,1.0002
1758,0.8855799999999999
1759,1.0001
1760,0.99931
1761,0.8397899999999999
1762,0.8092199999999999
1763,1.0009
1764,0.74026
1765,0.8315899999999999
1766,1.0004
1767,0.8859799999999999
1768,0.86382
1769,1.0003
1770,0.9365
1771,0.89107
1772,0.84575
1773,0.80165
1774,0.9990000000000001
1775,0.87025
1776,0.99808
1777,1.0012
1778,0.99808
1779,0.99895
1780,0.9134200000000001
1781,0.99979
1782,0.80782
1783,0.85874
1784,0.8370200000000001
1785,1.0004
1786,0.87718
1787,1.0015
1788,1.0003
1789,0.9993299999999999
1790,0.9061299999999999
1791,1.0003
1792,1.0002
1793,0.8292299999999999
1794,0.87502
1795,0.8559399999999999
1796,0.9992700000000001
1797,1.0
1798,0.89343
1799,0.8321700000000001
1800,1.0005
1801,0.87103
1802,0.80177
1803,0.8987700000000001
1804,0.80772
1805,0.8656799999999999
1806,0.99992
1807,1.0006
1808,0.9996700000000001
1809,0.90099
1810,0.82275
1811,0.8749299999999999
1812,0.8346600000000001
1813,1.0001
1814,0.85375
1815,1.0001
1816,0.9986700000000001
1817,0.8009
1818,0.9332299999999999
1819,0.99879
1820,0.99913
1821,0.9991399999999999
1822,0.8226700000000001
1823,0.89356
1824,0.9998799999999999
1825,1.0004
1826,0.81852
1827,1.0001
1828,0.9982
1829,0.93863
1830,1.0002
1831,0.99992
1832,0.86029
1833,0.99982
1834,0.99972
1835,0.99871
1836,0.9998600000000001
1837,0.70826
1838,0.8654299999999999
1839,0.9981899999999999
1840,0.73506
1841,0.9802
1842,0.99884
1843,1.002
1844,0.80285
1845,0.78813
1846,0.87454
1847,0.9986700000000001
1848,1.0007
1849,1.0003
1850,0.74375
1851,0.99923
1852,0.86834
1853,1.0002
1854,1.0014
1855,0.91685
1856,1.0005
1857,1.0019
1858,1.0006
1859,0.99816
1860,0.99969
1861,0.9989600000000001
1862,1.0009
1863,0.9992200000000001
1864,0.9999600000000001
1865,0.99875
1866,0.9984299999999999
1867,0.77168
1868,0.88705
1869,0.99811
1870,0.78556
1871,0.8536
1872,0.85885
1873,0.9995
1874,0.9805200000000001
1875,0.7922100000000001
1876,0.8594799999999999
1877,1.0002
1878,0.99925
1879,1.0005
1880,0.99926
1881,0.8424200000000001
1882,0.82673
1883,0.9990899999999999
1884,1.0002
1885,0.9998299999999999
1886,1.0
1887,0.9990600000000001
1888,1.0009
1889,0.86008
1890,0.8642200000000001
1891,0.87031
1892,0.79486
1893,0.80292
1894,1.0005
1895,0.99992
1896,0.88029
1897,0.99802
1898,0.8113199999999999
1899,0.9985
1900,0.76565
1901,0.8667600000000001
1902,0.86021
1903,1.0008
1904,0.82145
1905,1.0023
1906,0.84514
1907,0.77353
1908,0.78035
1909,1.0007
1910,0.86085
1911,0.88541
1912,0.85424
1913,0.8920299999999999
1914,1.0012
1915,1.0012
1916,0.82906
1917,0.9398799999999999
1918,0.9978899999999999
1919,0.81339
1920,0.8300200000000001
1921,1.0002
1922,0.76778
1923,0.81583
1924,0.79198
1925,0.8957799999999999
1926,1.0023
1927,0.82337
1928,0.84434
1929,0.89333
1930,1.0006
1931,0.8763299999999999
1932,1.0006
1933,0.8862700000000001
1934,0.888
1935,0.93589
1936,0.8871399999999999
1937,0.9999600000000001
1938,0.99951
1939,0.78488
1940,1.0
1941,0.9442299999999999
1942,1.0004
1943,0.8331200000000001
1944,1.0004
1945,1.0007
1946,1.0007
1947,1.0004
1948,0.9318799999999999
1949,0.9995
1950,0.9993299999999999
1951,0.8861899999999999
1952,0.7731
1953,0.8397
1954,0.85535
1955,0.95921
1956,1.0011
1957,0.90674
1958,0.81012
1959,0.83304
1960,1.0001
1961,0.8183199999999999
1962,0.8522200000000001
1963,0.86354
1964,0.78532
1965,0.8955299999999999
1966,0.78174
1967,1.0001
1968,0.99889
1969,0.99924
1970,0.7783399999999999
1971,0.78386
1972,0.88725
1973,1.0018
1974,0.82506
1975,0.9984
1976,0.8290000000000001
1977,0.9993200000000001
1978,0.99987
1979,0.8631700000000001
1980,0.8690399999999999
1981,0.8760600000000001
1982,1.0003
1983,1.0002
1984,0.9999899999999999
1985,0.9069
1986,0.86175
1987,0.8266700000000001
1988,0.8754299999999999
1989,0.8708799999999999
1990,1.0004
1991,0.9167
1992,0.9989600000000001
1993,1.0006
1994,0.81286
1995,0.8224799999999999
1996,1.0009
1997,0.91946
1998,1.0016
1999,0.9996
2000,0.80252
2001,0.87902
2002,1.0019
2003,1.0
2004,1.0006
2005,0.83147
2006,0.77586
2007,0.9989299999999999
2008,0.8498600000000001
2009,0.99835
2010,0.8562200000000001
2011,1.0007
2012,0.81401
2013,0.8227
2014,1.0
2015,1.0015
2016,0.86961
2017,1.0008
2018,1.0011
2019,0.7791399999999999
2020,1.0002
2021,1.0007
2022,0.81294
2023,1.0022
2024,0.99924
2025,0.81379
2026,1.0008
2027,1.0032
2028,0.99915
2029,0.8576299999999999
2030,0.8289
2031,1.0013
2032,1.0005
2033,0.8936
2034,0.91405
2035,0.8051699999999999
2036,0.86403
2037,0.91027
2038,0.99926
2039,0.8590000000000001
2040,0.8415100000000001
2041,0.9259799999999999
2042,0.93142
2043,0.9207700000000001
2044,1.0002
2045,0.9993
2046,0.8402299999999999
2047,0.7076100000000001
2048,1.0001
2049,0.9995700000000001
2050,0.9986700000000001
2051,0.82321
2052,0.99985
2053,0.94647
2054,1.001
2055,0.9995
2056,0.85714
2057,1.0001
2058,0.80729
2059,0.7783899999999999
2060,0.8209
2061,0.85703
2062,0.99977
2063,0.9131
2064,1.0009
2065,0.8381700000000001
2066,0.8766200000000001
2067,0.79704
2068,0.9986299999999999
2069,0.8626
2070,0.9190299999999999
2071,0.84785
2072,1.0001
2073,0.9995799999999999
2074,1.0001
2075,0.8316100000000001
2076,0.83773
2077,0.83757
2078,0.9997299999999999
2079,0.9994799999999999
2080,0.89374
2081,0.74737
2082,1.0003
2083,0.9989399999999999
2084,0.8674299999999999
2085,0.80647
2086,0.8304299999999999
2087,0.82675
2088,0.7871100000000001
2089,0.99982
2090,0.99979
2091,0.9991899999999999
2092,0.8608600000000001
2093,0.8260799999999999
2094,0.91455
2095,0.99955
2096,0.8285600000000001
2097,1.0004
2098,0.99889
2099,1.0029
2100,0.9986299999999999
2101,0.81609
2102,0.82295
2103,0.9136200000000001
2104,0.9995799999999999
2105,0.99875
2106,0.99766
2107,0.81067
2108,0.77242
2109,0.8408700000000001
2110,0.78157
2111,0.99982
2112,0.91486
2113,0.8601
2114,0.8836799999999999
2115,1.0008
2116,0.7590899999999999
2117,0.8163600000000001
2118,1.0009
2119,1.0005
2120,0.87292
2121,0.82184
2122,0.99882
2123,0.9571299999999999
2124,0.7489100000000001
2125,1.0017
2126,1.0006
2127,0.9998799999999999
2128,0.9990899999999999
2129,1.0008
2130,0.86875
2131,0.8476600000000001
2132,0.9983799999999999
2133,1.0003
2134,1.0003
2135,0.88865
2136,0.9987
2137,1.0001
2138,0.9067700000000001
2139,0.75868
2140,1.0001
2141,0.89215
2142,0.8379200000000001
2143,1.0007
2144,0.81353
2145,0.9989399999999999
2146,0.84936
2147,0.87435
2148,1.0007
2149,0.8833
2150,0.84798
2151,0.8381299999999999
2152,0.99974
2153,0.81089
2154,1.0011
2155,0.8460200000000001
2156,0.85877
2157,1.0009
2158,1.0002
2159,0.9988299999999999
2160,0.82799
2161,0.99964
2162,0.9981399999999999
2163,1.0007
2164,0.9985799999999999
2165,1.0002
2166,1.0
2167,0.86074
2168,0.88223
2169,0.8074600000000001
2170,1.0011
2171,0.7575
2172,0.9997299999999999
2173,0.9990700000000001
2174,0.8521299999999999
2175,1.0001
2176,1.0002
2177,1.0018
2178,0.7962199999999999
2179,1.0001
2180,1.0002
2181,0.87166
2182,0.9999899999999999
2183,0.7589199999999999
2184,0.9304
2185,0.8973200000000001
2186,0.8588100000000001
2187,0.85216
2188,0.97359
2189,0.8024899999999999
2190,0.8464200000000001
2191,1.0013
2192,0.9994
2193,1.0011
2194,0.9990600000000001
2195,0.9993799999999999
2196,0.9273
2197,0.8650700000000001
2198,0.7820699999999999
2199,1.0001
2200,0.99959
2201,0.8586600000000001
2202,1.0013
2203,1.0004
2204,0.9249299999999999
2205,0.9116299999999999
2206,1.0021
2207,0.8463
2208,0.9993700000000001
2209,0.91402
2210,1.0003
2211,0.8437399999999999
2212,1.0014
2213,1.0008
2214,0.8492
2215,0.99976
2216,0.83606
2217,0.9985700000000001
2218,0.8537799999999999
2219,0.8813799999999999
2220,0.8303299999999999
2221,0.8508700000000001
2222,0.74938
2223,0.84024
2224,0.9989600000000001
2225,0.9275
2226,0.8559899999999999
2227,0.99998
2228,0.9999
2229,0.99989
2230,0.73702
2231,0.85008
2232,0.88713
2233,0.99869
2234,0.85077
2235,0.77458
2236,0.9188299999999999
2237,0.99977
2238,0.83565
2239,0.7611100000000001
2240,0.8840399999999999
2241,0.88179
2242,0.79143
2243,0.8945700000000001
2244,1.0006
2245,0.99876
2246,1.0002
2247,0.9267700000000001
2248,0.96016
2249,1.0011
2250,1.0003
2251,0.86434
2252,0.83099
2253,0.99971
2254,1.0002
2255,1.0008
2256,0.99929
2257,0.9973700000000001
2258,1.0011
2259,0.77959
2260,0.8509700000000001
2261,0.86462
2262,1.0019
2263,1.0013
2264,1.0001
2265,1.0011
2266,0.86925
2267,0.9994
2268,0.88207
2269,1.0013
2270,0.7679600000000001
2271,0.86488
2272,1.0005
2273,0.94524
2274,0.9982200000000001
2275,0.99864
2276,0.85634
2277,0.88016
2278,0.86355
2279,0.99897
2280,1.0004
2281,1.001
2282,0.81703
2283,0.9989600000000001
2284,0.86854
2285,0.84678
2286,1.0005
2287,0.99825
2288,0.91901
2289,0.9992700000000001
2290,0.9995700000000001
2291,0.99992
2292,0.8507
2293,0.8259299999999999
2294,1.0002
2295,1.0001
2296,1.0005
2297,0.76402
2298,1.0011
2299,0.8755700000000001
2300,0.8544799999999999
2301,0.9975200000000001
2302,0.9999
2303,0.8860899999999999
2304,1.0005
2305,0.86824
2306,0.84319
2307,0.80391
2308,1.0001
2309,0.9684
2310,0.78146
2311,0.9996
2312,1.0015
2313,0.88334
2314,0.99979
2315,0.8546
2316,0.81417
2317,0.8386899999999999
2318,1.0001
2319,1.0011
2320,0.99908
2321,0.8560200000000001
2322,0.87613
2323,0.80565
2324,1.0014
2325,0.86979
2326,0.80586
2327,0.7902100000000001
2328,0.76893
2329,0.84424
2330,1.0002
2331,1.0004
2332,0.80355
2333,1.0002
2334,0.99924
2335,0.99865
2336,0.99892
2337,1.0006
2338,1.0001
2339,1.0001
2340,0.99831
2341,0.99839
2342,0.86624
2343,0.9985799999999999
2344,0.9984299999999999
2345,0.82588
2346,0.9996
2347,1.0002
2348,0.99955
2349,0.75988
2350,0.9983
2351,1.0
2352,0.99972
2353,0.7772600000000001
2354,1.0012
2355,0.85057
2356,0.9998600000000001
2357,0.8686200000000001
2358,0.7973
2359,0.85359
2360,0.9988799999999999
2361,1.0013
2362,0.8557
2363,1.0014
2364,0.87456
2365,0.9083700000000001
2366,0.86792
2367,0.99925
2368,0.99861
2369,0.8795200000000001
2370,0.99982
2371,1.0004
2372,0.8977799999999999
2373,0.79187
2374,1.0002
2375,1.0027
2376,0.99944
2377,1.0004
2378,1.0006
2379,0.77888
2380,1.0019
2381,0.9994
2382,0.8706799999999999
2383,0.80982
2384,1.0008
2385,1.0002
2386,0.79883
2387,1.0
2388,0.80115
2389,0.82886
2390,0.9990700000000001
2391,1.0004
2392,0.80489
2393,0.99936
2394,0.841
2395,1.0006
2396,0.99964
2397,1.0011
2398,0.77475
2399,0.80406
